customer_unique_id,order_purchase_timestamp,recency,recency_score,frequency,frequency_score,total_price,total_freight,payment_value,monetary_score,mean_review_score,segment,at_risk,freight_to_price_ratio,customer_city,customer_state,mean_lat,mean_lng,customer_state_desc,mean_delivery_time,min_target_days,customer_late_status,mean_jarak_km,mean_delivery_days,mean_jarak_km_flag,payment_installments,installments_flag,latest_review_flag,negative_flag,neutral_flag,positive_flag
0000366f3b9a7992bf8c76cfdf3221e2,2018-05-10 10:56:27,160,4,1,1,129.9,12.0,141.9,4,5,Recent Buyers / New,0,0.09237875288683603,cajamar,SP,-23.34023461327358,-46.830139519037004,São Paulo,6 days 09:37:19,4 days 03:11:23,not_late_victims,110.56863575937481,6.400914351851852,sangat_dekat,8,cicil,positive,0,0,1
0000b849f77a49e4a4ce2b2a4ca5be3f,2018-05-07 11:11:27,163,4,1,1,18.9,8.29,27.189999999999998,1,4,Recent Buyers / New,0,0.43862433862433864,osasco,SP,-23.5591147795387,-46.78762555874676,São Paulo,2 days 23:36:58,4 days 05:57:18,not_late_victims,22.168333187690575,2.9840046296296294,sangat_dekat,1,tidak_cicil,neutral,0,1,0
0000f46a3911fa3c0805444483337064,2017-03-10 21:05:03,585,1,1,1,69.0,17.22,86.22,2,3,Lost / Hibernating,1,0.24956521739130433,sao jose,SC,-27.54287971138869,-48.633426145173786,Santa Catarina,25 days 17:33:44,1 days 09:21:13,not_late_victims,516.9388361655829,25.73175925925926,sedang,8,cicil,negative,1,0,0
0000f6ccb0745a6a4b88665a16c9f078,2017-10-12 20:29:41,369,2,1,1,25.99,17.63,43.62,1,4,About to Sleep,1,0.6783378222393228,belem,PA,-1.312214053330499,-48.48315851352102,Pará,20 days 00:33:48,11 days 02:36:55,not_late_victims,2481.287187859459,20.02347222222222,sangat_jauh,4,cicil,neutral,0,1,0
0004aac84e0df4da2b147fca70cf8255,2017-11-14 19:45:42,336,2,1,1,180.0,16.89,196.89,4,5,About to Sleep,1,0.09383333333333334,sorocaba,SP,-23.505547950176677,-47.46970526393222,São Paulo,13 days 03:02:04,7 days 00:51:04,not_late_victims,154.50788691602764,13.126435185185185,dekat,6,cicil,positive,0,0,1
0004bd2a26a76fe21f786e4fbd80607f,2018-04-05 19:33:16,194,4,1,1,154.0,12.98,166.98,4,4,Recent Buyers / New,0,0.08428571428571428,sao paulo,SP,-23.515676072388047,-46.68823275335754,São Paulo,1 days 20:23:44,11 days 07:47:17,not_late_victims,27.189874188911894,1.8498148148148148,sangat_dekat,8,cicil,neutral,0,1,0
00050ab1314c0e55a6ca13cf7181fecf,2018-04-20 12:57:23,180,4,1,1,27.99,7.39,35.379999999999995,1,4,Recent Buyers / New,0,0.26402286530903896,campinas,SP,-22.823420763935182,-47.08719295680403,São Paulo,2 days 08:17:46,11 days 11:51:01,not_late_victims,101.54609421872352,2.3456712962962962,sangat_dekat,1,tidak_cicil,neutral,0,1,0
00053a61a98854899e70ed204dd4bafe,2018-02-28 11:15:41,231,3,1,1,382.0,37.18,419.18,5,1,Bad First Impression (New),1,0.09732984293193717,curitiba,PR,-25.431322500860055,-49.27921885397559,Paraná,16 days 07:30:09,9 days 04:57:09,not_late_victims,503.683954506074,16.312604166666667,sedang,3,cicil,negative,1,0,0
0005e1862207bf6ccc02e4228effd9a0,2017-03-04 23:32:12,591,1,1,1,135.0,15.12,150.12,4,4,Lost / Hibernating,1,0.11199999999999999,teresopolis,RJ,-22.401370616090784,-42.991001939270085,Rio de Janeiro,4 days 08:49:42,27 days 15:26:52,not_late_victims,246.72048424713375,4.367847222222222,dekat,3,cicil,neutral,0,1,0
0005ef4cd20d2893f0d9fbd94d3c0d97,2018-03-12 15:22:12,219,4,1,1,104.9,24.86,129.76,3,1,Bad First Impression (New),1,0.2369876072449952,sao luis,MA,-2.545260736873305,-44.23499277150638,Maranhão,53 days 20:59:52,-32 days +11:21:22,is_late_victims,2250.6360990075414,53.874907407407406,sangat_jauh,4,cicil,negative,1,0,0
0006fdc98a402fceb4eb0ee528f6a8d4,2017-07-18 09:23:10,456,1,1,1,13.9,15.1,29.0,1,3,Lost / Hibernating,1,1.0863309352517985,mimoso do sul,ES,-21.061570668726116,-41.36296449402211,Espírito Santo,16 days 09:12:27,11 days 05:17:11,not_late_victims,776.7581761085124,16.383645833333333,jauh,2,cicil,negative,1,0,0
00082cbe03e478190aadbea78542e933,2017-11-19 15:22:02,332,2,1,1,79.0,47.26,126.25999999999999,3,5,About to Sleep,1,0.5982278481012658,itapeva,SP,-23.983249436265403,-48.87652512325583,São Paulo,8 days 18:03:05,7 days 02:04:31,not_late_victims,233.4875402049782,8.752141203703705,dekat,1,tidak_cicil,positive,0,0,1
00090324bbad0e9342388303bb71ba0a,2018-03-24 14:44:41,207,4,1,1,49.95,13.71,63.660000000000004,2,5,Recent Buyers / New,0,0.2744744744744745,campinas,SP,-22.97413138758236,-47.12644955885273,São Paulo,15 days 22:40:13,7 days 10:24:18,not_late_victims,221.31968565141395,15.944594907407408,dekat,3,cicil,positive,0,0,1
000949456b182f53c18b68d6babc79c1,2018-04-23 09:55:46,177,4,1,1,64.89,17.16,82.05,2,4,Recent Buyers / New,0,0.2644475265834489,sao bernardo do campo,SP,-23.670914716555867,-46.565135129733704,São Paulo,5 days 20:56:06,14 days 08:24:57,not_late_victims,884.741846374321,5.8722916666666665,sangat_jauh,1,tidak_cicil,neutral,0,1,0
000a5ad9c4601d2bbdd9ed765d5213b3,2017-08-11 13:45:15,432,1,1,1,76.99,14.29,91.28,3,4,Lost / Hibernating,1,0.18560852058708924,porto alegre,RS,-30.020688672514343,-51.200705977464835,Rio Grande do Sul,11 days 06:53:52,14 days 03:02:03,not_late_victims,837.280671068856,11.287407407407407,jauh,3,cicil,neutral,0,1,0
000bfa1d2f1a41876493be685390d6d3,2017-09-29 14:46:58,383,2,1,1,35.0,11.85,46.85,1,5,About to Sleep,1,0.3385714285714286,santos,SP,-23.92726582155666,-46.37847494477223,São Paulo,13 days 22:45:39,12 days 10:09:53,not_late_victims,459.1150831163647,13.948368055555555,sedang,4,cicil,positive,0,0,1
000c8bdb58a29e7115cfc257230fb21b,2017-12-12 22:53:35,308,3,1,1,13.9,15.1,29.0,1,5,About to Sleep,1,1.0863309352517985,belo horizonte,MG,-19.841600785453995,-43.98022183612361,Minas Gerais,14 days 01:54:43,8 days 22:22:48,not_late_victims,535.7165022768237,14.079664351851852,jauh,2,cicil,positive,0,0,1
000d460961d6dbfa3ec6c9f5805769e1,2018-01-07 22:59:25,282,3,1,1,28.9,7.78,36.68,1,5,About to Sleep,1,0.26920415224913496,sao paulo,SP,-23.53586368511747,-46.64281871336397,São Paulo,3 days 23:11:02,12 days 01:39:37,not_late_victims,15.589359770624853,3.9659953703703703,sangat_dekat,1,tidak_cicil,positive,0,0,1
000de6019bb59f34c099a907c151d855,2017-08-17 19:10:33,425,2,1,1,229.8,27.64,257.44,5,2,Bad First Impression (New),1,0.12027850304612707,sao sebastiao,SP,-23.82155150723974,-45.43303767216161,São Paulo,3 days 23:23:20,15 days 04:41:18,not_late_victims,259.3838249980925,3.974537037037037,dekat,4,cicil,negative,1,0,0
000e309254ab1fc5ba99dd469d36bdb4,2018-06-25 09:53:57,114,5,1,1,59.9,18.52,78.42,2,3,Recent Buyers / New,0,0.30918196994991654,valparaiso de goias,GO,-16.087705352464873,-47.98803412755803,Goiás,14 days 12:50:27,14 days 00:55:29,not_late_victims,497.8584671229213,14.535034722222223,sedang,1,tidak_cicil,negative,1,0,0
000ec5bff359e1c0ad76a81a45cb598f,2018-08-21 11:34:26,57,5,1,1,14.96,12.79,27.75,1,5,Recent Buyers / New,0,0.854946524064171,salto de pirapora,SP,-23.650084860226972,-47.577740424892745,São Paulo,6 days 01:20:47,8 days 10:48:20,not_late_victims,119.40587050127719,6.056099537037037,dekat,1,tidak_cicil,positive,0,0,1
000ed48ceeb6f4bf8ad021a10a3c7b43,2018-05-20 16:26:06,150,4,1,1,12.88,7.87,20.75,1,5,Recent Buyers / New,0,0.6110248447204969,sao paulo,SP,-23.54950569815466,-46.64843251428849,São Paulo,2 days 02:06:05,7 days 04:54:35,not_late_victims,53.63582481545482,2.0875578703703703,sangat_dekat,1,tidak_cicil,positive,0,0,1
000fbf0473c10fc1ab6f8d2d286ce20c,2018-07-26 09:43:52,83,5,1,1,285.8,76.56,362.36,5,5,Recent Buyers / New,0,0.26787963610916726,indaiatuba,SP,-23.0863391564841,-47.21688683643498,São Paulo,7 days 13:59:13,13 days 07:55:27,not_late_victims,422.33373966415144,7.582789351851852,sedang,1,tidak_cicil,positive,0,0,1
0010a452c6d13139e50b57f19f52e04e,2017-07-11 11:22:43,463,1,1,1,299.0,26.93,325.93,5,1,Bad First Impression (New),1,0.09006688963210702,taquara,RS,-29.64374771606845,-50.780033883122194,Rio Grande do Sul,14 days 23:14:05,18 days 13:15:27,not_late_victims,787.856842489665,14.968113425925926,jauh,10,cicil,negative,1,0,0
0010fb34b966d44409382af9e8fd5b77,2018-03-05 17:08:53,226,3,1,1,49.95,11.85,61.800000000000004,2,4,About to Sleep,1,0.23723723723723722,sao paulo,SP,-23.647259845532545,-46.643892596631275,São Paulo,21 days 22:08:33,-3 days +07:20:49,is_late_victims,307.2984948213625,21.922604166666666,dekat,6,cicil,neutral,0,1,0
001147e649a7b1afd577e873841632dd,2017-08-31 17:12:56,412,2,1,1,170.0,42.16,212.16,5,4,About to Sleep,1,0.24799999999999997,maringa,PR,-23.41291430618596,-51.94203814434729,Paraná,8 days 02:29:13,13 days 04:05:32,not_late_victims,534.8081871758685,8.103622685185185,jauh,1,tidak_cicil,neutral,0,1,0
00115fc7123b5310cf6d3a3aa932699e,2017-01-21 21:58:35,633,1,1,1,59.99,16.12,76.11,2,4,Lost / Hibernating,1,0.2687114519086514,brasilia,DF,-15.823198034175316,-47.987107680110014,Distrito Federal,10 days 23:47:23,32 days 02:02:24,not_late_victims,773.6721507040131,10.991238425925927,jauh,1,tidak_cicil,neutral,0,1,0
0011805441c0d1b68b48002f1d005526,2017-04-24 13:36:48,541,1,1,1,269.0,28.14,297.14,5,3,Lost / Hibernating,1,0.1046096654275093,goianesia do para,PA,-3.858681285940547,-49.07671060370593,Pará,18 days 00:14:24,12 days 09:55:18,not_late_victims,2207.9374648242706,18.01,sangat_jauh,10,cicil,negative,1,0,0
0011857aff0e5871ce5eb429f21cdaf5,2017-06-28 11:08:38,476,1,1,1,174.33,18.5,192.83,4,5,Lost / Hibernating,1,0.10612057591923363,santo andre,SP,-23.64365536920469,-46.546368391966425,São Paulo,8 days 05:56:22,19 days 06:48:14,not_late_victims,818.270056061169,8.247476851851852,jauh,3,cicil,positive,0,0,1
0011c98589159d6149979563c504cb21,2017-08-05 14:08:47,438,1,1,1,99.99,17.95,117.94,3,5,Lost / Hibernating,1,0.17951795179517951,campos altos,MG,-19.69675757095511,-46.169855128235056,Minas Gerais,11 days 02:45:35,27 days 06:50:46,not_late_victims,428.72858625302905,11.114988425925926,sedang,5,cicil,positive,0,0,1
0012929d977a8d7280bb277c1e5f589d,2017-10-17 15:46:36,365,2,1,1,129.9,25.75,155.65,4,1,Bad First Impression (New),1,0.19822940723633564,canoas,RS,-29.916961604485003,-51.179846893413064,Rio Grande do Sul,5 days 15:15:19,14 days 05:03:57,not_late_victims,390.2976199443428,5.635636574074074,sedang,1,tidak_cicil,negative,1,0,0
0014a5a58da615f7b01a4f5e194bf5ea,2018-01-18 20:49:36,271,3,1,1,88.0,11.82,99.82,3,5,About to Sleep,1,0.1343181818181818,sao paulo,SP,-23.576111884428947,-46.67139205737759,São Paulo,8 days 01:42:15,6 days 01:21:23,not_late_victims,14.17693372005085,8.071006944444445,sangat_dekat,3,cicil,positive,0,0,1
0015752e079902b12cd00b9b7596276b,2018-08-02 18:23:51,75,5,1,1,59.8,15.02,74.82,2,5,Recent Buyers / New,0,0.2511705685618729,sao paulo,SP,-23.552915150652815,-46.593976495164206,São Paulo,3 days 20:18:40,3 days 08:10:40,not_late_victims,16.81576232538812,3.846296296296296,sangat_dekat,3,cicil,positive,0,0,1
00172711b30d52eea8b313a7f2cced02,2018-07-28 00:23:49,81,5,1,1,74.5,47.57,122.07,3,4,Recent Buyers / New,0,0.6385234899328859,jequie,BA,-13.859997996363877,-40.084668347299946,Bahia,10 days 18:53:22,14 days 04:31:19,not_late_victims,1241.345343927411,10.787060185185185,sangat_jauh,2,cicil,negative,1,0,0
00191a9719ef48ebb5860b130347bf33,2017-04-19 11:32:09,546,1,1,1,47.9,10.96,58.86,2,3,Lost / Hibernating,1,0.22881002087682675,jarinu,SP,-23.096492254601632,-46.71792466026417,São Paulo,15 days 02:48:51,18 days 09:26:02,not_late_victims,263.2229130990919,15.117256944444444,dekat,2,cicil,negative,1,0,0
001926cef41060fae572e2e7b30bd2a4,2017-08-17 12:55:47,426,2,1,1,48.79,42.42,91.21000000000001,3,4,About to Sleep,1,0.8694404591104735,nova canaa do norte,MT,-10.616297326127215,-55.81061910383138,Mato Grosso,7 days 07:52:19,20 days 03:02:24,not_late_victims,1483.5146599906536,7.327997685185185,sangat_jauh,1,tidak_cicil,neutral,0,1,0
001928b561575b2821c92254a2327d06,2018-08-24 21:17:00,53,5,1,1,136.89000000000001,27.919999999999998,164.81,4,2,Bad First Impression (New),1,0.2039593834465629,sao paulo,SP,-23.651083583404386,-46.71962633280197,São Paulo,6 days 00:02:24,10 days 02:27:20,not_late_victims,301.9718132050142,6.001666666666667,dekat,6,cicil,negative,1,0,0
00196c4c9a3af7dd2ad10eade69c926f,2018-07-28 09:29:12,81,5,1,1,22.32,15.26,37.58,1,5,Recent Buyers / New,0,0.6836917562724014,vinhedo,SP,-23.051345733230985,-46.989331530978724,São Paulo,13 days 15:19:07,7 days 02:05:35,not_late_victims,473.29105836704343,13.638275462962962,sedang,1,tidak_cicil,positive,0,0,1
00196fdb2bf9edfc35e88ebfbcf8d781,2018-02-22 19:06:44,236,3,1,1,12.9,14.1,27.0,1,3,About to Sleep,1,1.0930232558139534,canoas,RS,-29.925210672252355,-51.195190396991414,Rio Grande do Sul,28 days 02:53:27,-2 days +01:50:59,is_late_victims,841.8319583397381,28.12045138888889,jauh,1,tidak_cicil,negative,1,0,0
0019da6aa6bcb27cc32f1249bd12da05,2018-02-11 00:55:30,248,3,1,1,79.9,7.81,87.71000000000001,3,1,Bad First Impression (New),1,0.09774718397997496,limeira,SP,-22.555991404059693,-47.42206037839757,São Paulo,5 days 11:53:17,9 days 10:11:23,not_late_victims,158.51583721542764,5.495335648148148,dekat,1,tidak_cicil,negative,1,0,0
0019e8c501c85848ac0966d45226fa1d,2018-05-01 09:25:32,169,4,1,1,159.99,37.28,197.27,4,5,Recent Buyers / New,0,0.23301456341021312,cuiaba,MT,-15.608747432436557,-56.086287763025894,Mato Grosso,17 days 11:37:41,19 days 02:25:22,not_late_victims,1608.3804310768405,17.484502314814815,sangat_jauh,2,cicil,positive,0,0,1
001a2bf0e46c684031af91fb2bce149d,2017-06-29 22:43:49,474,1,1,1,24.88,11.85,36.73,1,4,Lost / Hibernating,1,0.4762861736334405,sao paulo,SP,-23.53401758945805,-46.56152031333655,São Paulo,3 days 09:31:29,17 days 15:33:20,not_late_victims,77.11996652888469,3.396863425925926,sangat_dekat,1,tidak_cicil,neutral,0,1,0
001a34eb30ecb8e3aacb07c475ca4dd1,2018-07-11 19:49:54,97,5,1,1,151.9,9.81,161.71,4,5,Recent Buyers / New,0,0.06458196181698486,sao paulo,SP,-23.606183740840486,-46.65931170929813,São Paulo,1 days 21:53:23,5 days 06:00:25,not_late_victims,86.80217566013003,1.9120717592592593,sangat_dekat,1,tidak_cicil,positive,0,0,1
001a3a8e11d76c9a366c31a4aa2cc529,2018-05-21 01:24:25,149,4,1,1,9.0,15.23,24.23,1,5,Recent Buyers / New,0,1.6922222222222223,porto alegre,RS,-30.077543451279457,-51.222800860649976,Rio Grande do Sul,17 days 15:38:47,6 days 06:43:19,not_late_victims,857.4464447968422,17.65193287037037,jauh,1,tidak_cicil,positive,0,0,1
001ae5a1788703d64536c30362503e49,2017-12-08 11:32:44,313,3,1,1,89.99,45.09,135.07999999999998,4,5,About to Sleep,1,0.5010556728525393,volta redonda,RJ,-22.495590042189036,-44.13603223794263,Rio de Janeiro,30 days 20:35:50,-1 days +00:46:47,is_late_victims,245.79733161849379,30.85821759259259,dekat,1,tidak_cicil,positive,0,0,1
001deb796b28a3a128d6113857569aa4,2018-06-22 16:07:29,117,5,1,1,39.9,23.43,63.33,2,4,Recent Buyers / New,0,0.587218045112782,rio de janeiro,RJ,-22.92275898098941,-43.246104027508025,Rio de Janeiro,10 days 07:12:11,35 days 01:31:55,not_late_victims,1012.634485901641,10.300127314814814,sangat_jauh,6,cicil,neutral,0,1,0
001f3c4211216384d5fe59b041ce1461,2017-03-19 18:34:36,576,1,1,1,24.88,10.96,35.84,1,3,Lost / Hibernating,1,0.44051446945337625,sao paulo,SP,-23.523590611508354,-46.44352739769452,São Paulo,10 days 13:06:59,10 days 16:18:25,not_late_victims,66.16066900374193,10.546516203703703,sangat_dekat,3,cicil,negative,1,0,0
002043098f10ba39a4600b6c52fbfe3c,2017-03-26 16:45:59,570,1,1,1,176.99,60.82,237.81,5,4,Lost / Hibernating,1,0.3436352336290186,aracaju,SE,-10.922406650065621,-37.05085280943781,Sergipe,23 days 16:36:49,15 days 14:20:57,not_late_victims,1710.4327818257852,23.692233796296296,sangat_jauh,4,cicil,neutral,0,1,0
002311514717ca8b65b09a26cdf7b91a,2018-06-27 11:34:34,112,5,1,1,116.25,8.07,124.32,3,5,Recent Buyers / New,0,0.06941935483870967,guarulhos,SP,-23.454433814037227,-46.52872503663371,São Paulo,1 days 06:29:06,17 days 05:33:33,not_late_victims,84.34621912879545,1.2702083333333334,sangat_dekat,2,cicil,positive,0,0,1
0023557a94bef0038066b5d1b3dc763e,2018-03-28 19:53:14,202,4,1,1,89.9,17.54,107.44,3,3,Recent Buyers / New,0,0.19510567296996661,potirendaba,SP,-21.045033707741553,-49.37615780505847,São Paulo,21 days 00:08:03,6 days 03:44:15,not_late_victims,456.99240094318833,21.005590277777777,sedang,2,cicil,negative,1,0,0
002471155ecd08d208d1376720e2a907,2018-08-08 20:36:30,69,5,1,1,68.9,23.28,92.18,3,5,Recent Buyers / New,0,0.3378809869375907,itajai,SC,-26.884074363503007,-48.70582801300172,Santa Catarina,7 days 22:51:27,10 days 04:18:27,not_late_victims,421.4544756340548,7.952395833333333,sedang,3,cicil,positive,0,0,1
00256bf7b05c08f6a5849df3d0a64f1f,2018-06-01 17:41:18,137,5,1,1,39.5,18.23,57.730000000000004,2,3,Recent Buyers / New,0,0.46151898734177216,sao paulo,SP,-23.583518010516418,-46.66697211332115,São Paulo,9 days 22:01:36,36 days 08:03:05,not_late_victims,608.8539388141988,9.917777777777777,jauh,1,tidak_cicil,negative,1,0,0
0025795df7a7d077c4c90162fa820085,2018-07-24 11:09:11,85,5,1,1,177.9,36.18,214.08,5,1,Bad First Impression (New),1,0.20337268128161887,sao paulo,SP,-23.45632474871195,-46.60109652657752,São Paulo,2 days 04:27:07,17 days 11:27:41,not_late_victims,31.818995278800983,2.1854976851851853,sangat_dekat,3,cicil,negative,1,0,0
0027324a96d26a2bc7d69262f83c8403,2018-03-25 11:51:37,206,4,1,1,37.9,8.88,46.78,1,5,Recent Buyers / New,0,0.23430079155672826,sao jose dos campos,SP,-23.179558233032942,-45.85510343437451,São Paulo,2 days 07:56:52,8 days 04:15:28,not_late_victims,78.89590155594102,2.3311574074074075,sangat_dekat,2,cicil,positive,0,0,1
0028a7d8db7b0247652509358ad8d755,2017-12-13 15:49:39,308,3,1,1,274.0,80.87,354.87,5,3,About to Sleep,1,0.29514598540145986,valinhos,SP,-22.947210194441976,-46.97742204543267,São Paulo,23 days 02:56:57,5 days 05:06:34,not_late_victims,362.9215967776167,23.122881944444444,sedang,1,tidak_cicil,negative,1,0,0
0028cfeb9dfcd3628a56d5b6400deef5,2018-01-07 00:12:45,283,3,1,1,95.9,22.3,118.2,3,5,About to Sleep,1,0.23253388946819603,serrana,SP,-21.208159120071993,-47.60162092584304,São Paulo,7 days 11:28:58,14 days 05:13:20,not_late_victims,252.6732344743907,7.478449074074074,dekat,1,tidak_cicil,positive,0,0,1
00293787e2aec37a9c253b63fdfe2049,2017-10-27 14:25:35,355,2,1,1,237.8,20.08,257.88,5,3,About to Sleep,1,0.08444070647603026,rio de janeiro,RJ,-22.883317935180692,-43.31951190668025,Rio de Janeiro,12 days 02:25:57,7 days 05:02:36,not_late_victims,805.0835597482106,12.101354166666667,jauh,1,tidak_cicil,negative,1,0,0
002aba8c1af80acacef6e011f9f23262,2018-02-27 12:47:48,232,3,1,1,199.9,17.84,217.74,5,1,Bad First Impression (New),1,0.08924462231115557,mangaratiba,RJ,-22.947798006321072,-44.01477821887254,Rio de Janeiro,57 days 06:35:57,-30 days +04:35:26,is_late_victims,707.3502180185243,57.27496527777778,jauh,3,cicil,negative,1,0,0
002ae492472e45ad6ebeb7a625409392,2017-10-08 23:56:02,373,2,1,1,103.98,114.68,218.66000000000003,5,3,About to Sleep,1,1.1029044046932102,brasilia,DF,-16.00753252066648,-47.991009763956775,Distrito Federal,10 days 18:49:49,13 days 04:55:51,not_late_victims,864.5579755144377,10.784594907407408,jauh,4,cicil,negative,1,0,0
002b4cd83fabaffaa475f78ea5ef3e08,2017-02-01 13:53:16,623,1,1,1,49.9,14.52,64.42,2,2,Bad First Impression (New),1,0.2909819639278557,sao sebastiao do paraiso,MG,-20.91395197058557,-46.98629619076701,Minas Gerais,8 days 19:27:37,27 days 14:27:07,not_late_victims,288.1195025032846,8.810844907407407,dekat,1,tidak_cicil,negative,1,0,0
002bdeb33da5b1b3ce8b9c822f749c82,2017-12-05 19:04:42,315,3,1,1,23.99,14.1,38.089999999999996,1,5,About to Sleep,1,0.5877448937057107,palhoca,SC,-27.636539573712753,-48.655489318243326,Santa Catarina,8 days 20:28:02,25 days 08:01:08,not_late_victims,491.1523312400278,8.852800925925926,sedang,1,tidak_cicil,positive,0,0,1
002cdf87d4c03f08f7eb4551a923affc,2017-10-31 17:32:22,350,2,1,1,196.99,31.68,228.67000000000002,5,1,Bad First Impression (New),1,0.16082034621046754,hortolandia,SP,-22.855032497056975,-47.213030019592104,São Paulo,30 days 01:32:47,-15 days +03:56:03,is_late_victims,111.39499431319376,30.06443287037037,sangat_dekat,10,cicil,negative,1,0,0
002d3bd901608f67c3fc11eaaa842b13,2018-01-15 18:39:36,274,3,1,1,19.49,9.27,28.759999999999998,1,4,About to Sleep,1,0.47562852744997436,santo andre,SP,-23.739452495644567,-46.49161359296361,São Paulo,5 days 11:04:59,7 days 09:18:28,not_late_victims,30.85699091106735,5.461793981481481,sangat_dekat,1,tidak_cicil,neutral,0,1,0
002d71b244beb91ca7030b15ab526446,2017-05-22 22:24:51,512,1,1,1,115.0,15.56,130.56,3,5,Lost / Hibernating,1,0.13530434782608697,santa cruz do rio pardo,SP,-22.896328480532986,-49.624240162468844,São Paulo,8 days 11:47:34,11 days 09:01:59,not_late_victims,480.17031204617973,8.49136574074074,sedang,1,tidak_cicil,positive,0,0,1
002da6dde369f6a8b4c999ed61eb5a87,2018-04-12 11:03:44,188,4,1,1,44.99,7.39,52.38,1,5,Recent Buyers / New,0,0.16425872416092463,sao paulo,SP,-23.627289256892848,-46.70094897060515,São Paulo,1 days 10:26:00,13 days 02:02:12,not_late_victims,8.112368241335133,1.4347222222222222,sangat_dekat,1,tidak_cicil,positive,0,0,1
